,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
16,2011,1915.64845107,15.1,26.5,29.0,0.75,23.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
17,2012,1866.02759787,15.4,25.0,30.0,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
18,2013,2324.71524984,16.0,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
19,2014,2544.45770685,16.3,29.5,32.0,0.75,26.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
20,2015,3102.02584401,17.0,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
21,2016,4712.06394972,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,6327.00044064,17.7,32.6,35.0,1.4,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,6371.900062680001,18.4,33.8,36.0,1.4,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,6697.929759510001,19.2,35.0,37.0,1.4,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,6964.860000000001,20.0,39.0,42.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,7584.756,20.9,39.0,42.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,8259.783000000001,21.1,39.0,42.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,8994.909000000001,21.86075153,39.0,42.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,9795.447,22.31841513,39.0,42.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,10667.262,22.64893163,39.0,42.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,11616.633000000002,22.90866717,39.0,42.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,12650.529,23.1230961,41.0,44.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,13776.402000000002,23.3059583,41.0,44.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,15002.532,23.46552924,41.0,44.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,16337.751000000002,23.6071874,41.0,44.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,17791.788,23.73462942,41.0,44.0,1.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,19375.269,23.85050733,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,21099.648,23.9567895,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,22977.552000000003,24.05497781,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,25022.505,24.14624472,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,27249.549000000003,24.23152341,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,29674.761,24.31156892,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,32315.805000000004,24.38700095,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,35191.863000000005,24.4583345,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,38323.98,24.52600228,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,41734.788,24.5903714,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,45449.196,24.65175604,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,49494.183000000005,24.71042724,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,53899.143,24.7666204,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,58696.16100000001,24.82054137,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,63920.151000000005,24.87237115,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,69609.06300000001,24.92226981,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,75804.228,24.97037955,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,82550.841,25.01682731,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,89897.823,25.06172689,41.0,44.0,1.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
