,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
21,2016,710.2241315519999,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,953.634849024,17.7,32.6,35.0,3.4,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,960.402328288,18.4,33.8,36.0,3.4,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,1009.543036216,19.2,35.0,37.0,3.4,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,1049.7759999999998,20.0,39.0,42.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,1143.2096,20.9,39.0,42.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,1244.9528,21.1,39.0,42.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,1355.7544,21.86075153,39.0,42.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,1476.4152,22.31841513,39.0,42.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,1607.8192,22.64893163,39.0,42.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,1750.9127999999998,22.90866717,39.0,42.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,1906.7464,23.1230961,41.0,44.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,2076.4432,23.3059583,41.0,44.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,2261.2512,23.46552924,41.0,44.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,2462.5016,23.6071874,41.0,44.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,2681.6608,23.73462942,41.0,44.0,3.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,2920.3304,23.85050733,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,3180.2368,23.9567895,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,3463.2832,24.05497781,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,3771.508,24.14624472,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,4107.1784,24.23152341,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,4472.7176,24.31156892,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,4870.788,24.38700095,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,5304.2808,24.4583345,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,5776.368,24.52600228,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,6290.4608,24.5903714,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,6850.3136,24.65175604,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,7459.9928,24.71042724,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,8123.9288,24.7666204,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,8846.9576,24.82054137,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,9634.3416,24.87237115,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,10491.8008,24.92226981,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,11425.5648,24.97037955,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,12442.4456,25.01682731,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,13549.8168,25.06172689,41.0,44.0,3.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
