Year,bifi
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.6
2016,0.6
2017,0.6
2018,0.6
2019,0.65
2020,0.7
2021,0.7
2022,0.7054545454545454
2023,0.7109090909090908
2024,0.7163636363636363
2025,0.7218181818181818
2026,0.7272727272727273
2027,0.7327272727272727
2028,0.7381818181818182
2029,0.7436363636363637
2030,0.7490909090909091
2031,0.7545454545454545
2032,0.76
2033,0.7622222222222222
2034,0.7644444444444445
2035,0.7666666666666667
2036,0.768888888888889
2037,0.7711111111111111
2038,0.7733333333333333
2039,0.7755555555555556
2040,0.7777777777777778
2041,0.78
2042,0.7822222222222223
2043,0.7844444444444445
2044,0.7866666666666667
2045,0.788888888888889
2046,0.7911111111111111
2047,0.7933333333333333
2048,0.7955555555555556
2049,0.7977777777777778
2050,0.8
